no,totalarea,sitearea,buildingarea,typicalfloorheight,totalheight,basement,groundlevel,parkinglot,type,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,year,buildingcost,duration
200,1809.12,2878.5,1157.66,3.6,17.57,1,4,45,2,0,1,0,0,0,0,0,0,0,0,0,2016,2926,540
201,704.14,10073.5,380.68,4.9,16.4,0,2,107,2,0,1,0,0,0,0,0,0,0,0,0,2016,1097,120
202,4346.86,9900,2575.84,4.2,15.4,0,3,36,2,0,1,0,0,0,0,0,0,0,0,0,2016,4895,365
203,3799.96,6610.08,1482.53,4.5,17.4,1,3,74,2,0,1,0,0,0,0,0,0,0,0,0,2016,4181,518
204,6105.76,16361.46,2231.84,4.2,14.95,1,3,75,2,0,1,0,0,0,0,0,0,0,0,0,2016,7550,540
205,4598.2,975496.7,1308.96,3.9,25.1,1,4,23,2,0,1,0,0,0,0,0,0,0,0,0,2016,6875,720
206,9269.19,29882.8,5327.19,7.8,24.5,1,3,42,2,0,1,0,0,0,0,0,0,0,0,0,2016,13407,300
207,3701.01,374113,902.32,3.9,23.4,1,5,107,2,0,1,0,0,0,0,0,0,0,0,0,2016,4261,600
208,12500,43323,7017.53,4.2,24.4,1,5,65,2,0,1,0,0,0,0,0,0,0,0,0,2016,17342,420
209,3742.36,6600,1922.8,3.9,16.3,1,3,28,2,0,1,0,0,0,0,0,0,0,0,0,2016,4865,365
210,2401.7,9330.3,755.27,4.2,18.45,1,3,51,1,1,0,0,0,0,0,0,0,0,0,0,2016,2342,240
211,6701.4,82041.96,6701.4,4.2,11.7,0,1,107,1,1,0,0,0,0,0,0,0,0,0,0,2016,6654,270
212,399.61,13886,399.61,6.2,6.2,0,1,107,1,1,0,0,0,0,0,0,0,0,0,0,2016,251,120
213,1708,30325,560.93,3.5,4.25,0,4,9,5,0,0,0,0,1,0,0,0,0,0,0,2016,2050,240
214,6985,12000,2164.29,3.3,28.3,0,7,104,5,0,0,0,0,1,0,0,0,0,0,0,2016,9094,900
215,972.94,62782.3,418.93,4.2,19.2,0,5,114,5,0,0,0,0,1,0,0,0,0,0,0,2016,1503,150
216,5195.49,3300,1889.92,4.2,13.1,1,3,21,5,0,0,0,0,1,0,0,0,0,0,0,2016,4885,300
217,2995.28,5159.53,1550.06,3.9,9.6,1,2,23,5,0,0,0,0,1,0,0,0,0,0,0,2016,4344,290
218,655.37,503528,264.12,3.6,21,0,3,3,5,0,0,0,0,1,0,0,0,0,0,0,2016,1407,150
219,3416.58,5054,1931.07,4.2,12.35,1,2,25,5,0,0,0,0,1,0,0,0,0,0,0,2016,4291,270
220,981.79,482,240.13,3.2,21,1,5,5,7,0,0,0,0,0,0,1,0,0,0,0,2016,2246,365
221,11734.92,11127,3503,4.2,20,1,3,202,7,0,0,0,0,0,0,1,0,0,0,0,2016,15481,630
222,12075,8243,3522.18,4.2,27.5,1,4,89,7,0,0,0,0,0,0,1,0,0,0,0,2016,16231,660
223,14213.46,8196,4267,4.2,27.1,1,5,134,7,0,0,0,0,0,0,1,0,0,0,0,2016,17700,660
224,14100.27,8086,4045.91,4.5,22.3,1,4,89,7,0,0,0,0,0,0,1,0,0,0,0,2016,15623,660
225,2302.8,4685,550.12,4.5,34.8,0,6,23,8,0,0,0,0,0,0,0,1,0,0,0,2016,3833,330
226,998.8,182990,311.46,4.7,21,0,4,24,10,0,0,0,0,0,0,0,0,0,1,0,2016,1632,300
227,19465.5,140956,11007,3.9,12.4,0,3,155,10,0,0,0,0,0,0,0,0,0,1,0,2016,24988,1080
228,2930,19701.85,2208,4.2,15,0,4,20,1,1,0,0,0,0,0,0,0,0,0,0,2016,3466,365
229,9908.17,37930.46,5854.57,6,16.5,0,3,112,11,0,0,0,0,0,0,0,0,0,0,1,2016,19070,480
230,17827.62,46280,7032.21,4.2,29.58,1,6,368,1,1,0,0,0,0,0,0,0,0,0,0,2016,13948,365
231,8058.32,2000,982.88,3.9,30.98,2,7,40,3,0,0,1,0,0,0,0,0,0,0,0,2017,8468,600
232,7800,16808.6,1362.21,4,11.65,3,2,121,3,0,0,1,0,0,0,0,0,0,0,0,2017,7222,720
233,792,1083.8,202.4,4.8,28.5,1,3,51,3,0,0,1,0,0,0,0,0,0,0,0,2017,1239,300
234,5189.82,7029.4,1481.39,3.9,19.8,1,4,104,3,0,0,1,0,0,0,0,0,0,0,0,2017,6473,480
235,4507.39,1703.5,994.5,4.2,18.75,1,4,30,3,0,0,1,0,0,0,0,0,0,0,0,2017,5016,450
236,759.15,1537,283.41,3.9,21,0,3,14,3,0,0,1,0,0,0,0,0,0,0,0,2017,1243,300
237,9360.74,4955,1101.36,3.9,30.7,1,7,100,3,0,0,1,0,0,0,0,0,0,0,0,2017,11927,660
238,1371,4958,708.96,3.9,21,1,2,14,3,0,0,1,0,0,0,0,0,0,0,0,2017,1648,420
239,4210.91,860.7,514.3,3.9,36.85,2,8,37,3,0,0,1,0,0,0,0,0,0,0,0,2017,5826,730
240,4856.98,2200.6,1096.84,4.2,18.93,1,4,28,3,0,0,1,0,0,0,0,0,0,0,0,2017,4807,450
241,3899.42,4774,951.65,3.6,14.846,2,4,40,3,0,0,1,0,0,0,0,0,0,0,0,2017,7970,365
242,1768.83,4102,661.01,3.9,13.6,1,3,69,3,0,0,1,0,0,0,0,0,0,0,0,2017,2605,365
243,2519.61,18067,871.92,3.9,13.69,0,3,53,3,0,0,1,0,0,0,0,0,0,0,0,2017,3970,365
244,9162.06,9927.9,2543.59,3.9,18.9,1,4,132,3,0,0,1,0,0,0,0,0,0,0,0,2017,10380,660
245,2426.39,2393,699.9,4,21.9,1,4,27,3,0,0,1,0,0,0,0,0,0,0,0,2017,4615,420
246,1240.26,9597,459.91,3.9,13.65,0,3,4,3,0,0,1,0,0,0,0,0,0,0,0,2017,1780,180
247,1892.24,2129.3,465.61,4.5,16.1,1,4,40,3,0,0,1,0,0,0,0,0,0,0,0,2017,2224,540
248,9917,11570,2169.39,3.9,22.5,1,5,143,3,0,0,1,0,0,0,0,0,0,0,0,2017,9939,720
249,2354.58,3390,403.17,3.9,22.85,1,5,79,3,0,0,1,0,0,0,0,0,0,0,0,2017,3275,365
250,4991.11,4679,1408.94,4.8,28.5,1,6,51,3,0,0,1,0,0,0,0,0,0,0,0,2017,6760,547
251,1444.63,3307,567.95,3.9,12.55,0,3,41,3,0,0,1,0,0,0,0,0,0,0,0,2017,3272,240
252,968.96,1984,603.91,4.15,13.45,0,2,19,3,0,0,1,0,0,0,0,0,0,0,0,2017,1962,180
253,1210.66,1638,332.38,3.9,12,1,3,28,3,0,0,1,0,0,0,0,0,0,0,0,2017,1556,270
254,8374.15,13818.1,1068.76,4.2,29.8,2,6,32,3,0,0,1,0,0,0,0,0,0,0,0,2017,8378,720
255,1827.39,1426.3,537.61,6,18.1,1,3,29,3,0,0,1,0,0,0,0,0,0,0,0,2017,1845,245
256,3271,6921.23,1939.47,4.8,14.9,1,3,20,3,0,0,1,0,0,0,0,0,0,0,0,2017,4998,300
257,3841.52,5425.2,1262.08,3.9,16.95,1,4,53,3,0,0,1,0,0,0,0,0,0,0,0,2017,5498,360
258,24732.58,333750,6375.4,4.5,23.32,1,4,193,11,0,0,0,0,0,0,0,0,0,0,1,2017,28104,943
259,10742.92,4836.38,1410.76,3.9,34.25,1,8,143,11,0,0,0,0,0,0,0,0,0,0,1,2017,12175,600
260,9714.34,12214,3212.64,3.9,19.05,1,4,49,9,0,0,0,0,0,0,0,0,1,0,0,2017,11662,390
261,11653.84,13998,4065.34,2.6,18.5,1,4,40,9,0,0,0,0,0,0,0,0,1,0,0,2017,12800,470
262,10926.54,11000,3413.99,3.6,17.5,1,4,49,9,0,0,0,0,0,0,0,0,1,0,0,2017,15198,420
263,11234.65,12098.8,3264.34,3.6,22.05,1,5,57,9,0,0,0,0,0,0,0,0,1,0,0,2017,12705,365
264,12114.54,15000,4222.64,3.6,16.95,1,4,49,9,0,0,0,0,0,0,0,0,1,0,0,2017,13865,390
265,13620.71,15000,3825.56,3.6,20.65,1,5,68,9,0,0,0,0,0,0,0,0,1,0,0,2017,14384,420
266,9433.74,13000,3669.18,3.6,16.5,1,4,39,9,0,0,0,0,0,0,0,0,1,0,0,2017,9874,360
267,10789.6,17177,3631.99,3.6,18.6,1,4,77,9,0,0,0,0,0,0,0,0,1,0,0,2017,11325,360
268,12957.05,12000,3614.21,3.6,21.12,1,5,50,9,0,0,0,0,0,0,0,0,1,0,0,2017,16065,390
269,12343.94,12972,3321.76,3.6,21.5,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2017,13228,360
270,9640.74,19715,2731.27,3.6,20,1,5,49,9,0,0,0,0,0,0,0,0,1,0,0,2017,12718,610
271,14639.4,13083,4140.62,3.6,23.1,1,5,73,9,0,0,0,0,0,0,0,0,1,0,0,2017,14442,360
272,11927.4,15076,3781.7,3.6,19.2,1,4,51,9,0,0,0,0,0,0,0,0,1,0,0,2017,15588,420
273,10930.45,15147,3615.08,3.6,16.45,1,4,65,9,0,0,0,0,0,0,0,0,1,0,0,2017,10988,420
274,9179.83,10512,3325.82,3.6,18.75,1,4,41,9,0,0,0,0,0,0,0,0,1,0,0,2017,12557,480
275,11364.43,13737.4,3704.72,3.6,17.85,1,4,54,9,0,0,0,0,0,0,0,0,1,0,0,2017,10318,330
276,12221.36,15319,4060.48,3.9,19.8,1,4,52,9,0,0,0,0,0,0,0,0,1,0,0,2017,19793,450
277,11846.73,12411.6,3135.83,3.4,18.9,1,5,60,9,0,0,0,0,0,0,0,0,1,0,0,2017,11955,334
278,12566.86,13006.8,3594.94,3.6,20.4,1,5,52,9,0,0,0,0,0,0,0,0,1,0,0,2017,15699,380
279,12533.61,8806,4258.43,3.6,19.8,2,4,55,9,0,0,0,0,0,0,0,0,1,0,0,2017,11049,510
280,12813.85,13000,3840.47,3.6,20.5,1,5,62,9,0,0,0,0,0,0,0,0,1,0,0,2017,17442,420
281,11230.25,13100.6,3639.32,3.6,19.8,1,5,74,9,0,0,0,0,0,0,0,0,1,0,0,2017,13360,400
282,11723,13002,4357.72,4,28.8,1,4,113,9,0,0,0,0,0,0,0,0,1,0,0,2017,12417,450
283,13764.75,17961,3401.18,3.6,19.4,1,5,80,9,0,0,0,0,0,0,0,0,1,0,0,2017,14087,365
284,9137.81,13000,3460.01,3.6,12.75,1,3,34,9,0,0,0,0,0,0,0,0,1,0,0,2017,9670,360
285,15499.24,16695,4537.69,3.6,20.55,1,5,78,9,0,0,0,0,0,0,0,0,1,0,0,2017,14162,400
286,11474.31,12914,3640.4,3.6,20.1,0,5,58,9,0,0,0,0,0,0,0,0,1,0,0,2017,13020,390
287,10774.87,12508.3,3642.46,3.6,19.6,1,4,45,9,0,0,0,0,0,0,0,0,1,0,0,2017,14336,380
288,14909.5,36959,5246.81,3.6,19.2,1,4,52,9,0,0,0,0,0,0,0,0,1,0,0,2017,18475,840
289,12572.33,56688,7840.13,3.6,12.45,1,3,57,9,0,0,0,0,0,0,0,0,1,0,0,2017,16418,560
290,25609.73,30001.6,7211.26,3.6,17.55,1,4,130,9,0,0,0,0,0,0,0,0,1,0,0,2017,25814,450
291,11869.55,14847,5713.59,3.9,21.6,1,5,112,9,0,0,0,0,0,0,0,0,1,0,0,2017,11875,470
292,9055.12,14467.4,3716.92,3.6,15.45,1,3,37,9,0,0,0,0,0,0,0,0,1,0,0,2017,11367,410
293,10211.58,12510.4,3049.05,3.6,16.9,1,4,40,9,0,0,0,0,0,0,0,0,1,0,0,2017,12427,390
294,4347.02,29232,1127.41,4.2,20.73,1,4,48,9,0,0,0,0,0,0,0,0,1,0,0,2017,5651,306
295,14300.14,80017,4325,4.2,18.4,2,4,97,9,0,0,0,0,0,0,0,0,1,0,0,2017,14890,600
296,4885.01,9631,1996.77,3.9,15.7,0,3,30,9,0,0,0,0,0,0,0,0,1,0,0,2017,5187,365
297,15076,503528,2372,4,36.55,1,8,72,9,0,0,0,0,0,0,0,0,1,0,0,2017,15471,1200
298,7000,7550,2554,3.9,24.03,0,6,80,9,0,0,0,0,0,0,0,0,1,0,0,2017,9959,1800
299,9966,6600,1930,3.3,30.15,1,7,49,9,0,0,0,0,0,0,0,0,1,0,0,2017,11143,540
300,13788.78,230507,2409.6,4.2,25.73,2,5,126,6,0,0,0,0,0,1,0,0,0,0,0,2017,11358,990
301,12257,3049.21,1414.98,4.1,34.77,3,7,80,6,0,0,0,0,0,1,0,0,0,0,0,2017,12654,730
302,6413.23,19800,2012.28,4,20.15,1,5,99,6,0,0,0,0,0,1,0,0,0,0,0,2017,7874,540
303,14715.67,4042,1760,4.2,37.35,3,7,112,6,0,0,0,0,0,1,0,0,0,0,0,2017,13873,720
304,12807,11970,3371,4.2,23.2,1,5,175,6,0,0,0,0,0,1,0,0,0,0,0,2017,14089,690
305,15451,17480,3227,3.9,24,2,6,206,6,0,0,0,0,0,1,0,0,0,0,0,2017,16282,720
306,10192,13210,2597.86,4.2,26.8,1,5,177,6,0,0,0,0,0,1,0,0,0,0,0,2017,11409,540
307,11526.31,4958,1625.93,4,32.1,1,7,128,6,0,0,0,0,0,1,0,0,0,0,0,2017,13271,730
308,16629.27,18000,4406.54,4,23.5,1,5,103,10,0,0,0,0,0,0,0,0,0,1,0,2017,22101,420
309,4174.35,32355,2859.99,3.9,11.5,1,2,23,10,0,0,0,0,0,0,0,0,0,1,0,2017,4963,540
310,6021.51,10475,2387.44,3.9,20.5,1,4,61,10,0,0,0,0,0,0,0,0,0,1,0,2017,7287,480
311,536.92,1890,1129.02,3.3,20.3,1,4,8,10,0,0,0,0,0,0,0,0,0,1,0,2017,2130,150
312,2880.61,9715,1215.4,3.3,16.54,1,4,40,10,0,0,0,0,0,0,0,0,0,1,0,2017,4829,270
313,14526.28,42263,6826.2,6.6,22.9,1,3,376,10,0,0,0,0,0,0,0,0,0,1,0,2017,18526,540
314,6449.95,53870.5,1900.87,5,21.2,1,4,35,7,0,0,0,0,0,0,1,0,0,0,0,2017,9825,540
315,4438,4423,1021.41,4.2,17.79,1,4,51,7,0,0,0,0,0,0,1,0,0,0,0,2017,5461,450
316,7726.03,4582,2348.02,4.2,22.26,2,5,46,8,0,0,0,0,0,0,0,1,0,0,0,2017,8670,600
317,2406.6,179561,1042.02,4,21,0,3,107,1,1,0,0,0,0,0,0,0,0,0,0,2017,3110,210
318,2680.16,20000,1314.3,4.8,15,1,2,107,1,1,0,0,0,0,0,0,0,0,0,0,2017,4643,300
319,6927.21,49500,2735.04,4.2,15.75,1,3,56,1,1,0,0,0,0,0,0,0,0,0,0,2017,12888,660
320,2872.09,48769,1861.83,5,12.83,0,2,22,1,1,0,0,0,0,0,0,0,0,0,0,2017,4034,365
321,6121.03,2200,1904.65,6,22.95,1,4,107,1,1,0,0,0,0,0,0,0,0,0,0,2017,7187,540
322,3092.97,28514,1225.93,5.2,6.3,2,1,121,1,1,0,0,0,0,0,0,0,0,0,0,2017,5489,450
323,4898.62,9539,1798.7,5.4,16.2,1,2,44,1,1,0,0,0,0,0,0,0,0,0,0,2017,6681,450
324,18593.5,15000,7388.5,5.4,26.65,1,4,172,1,1,0,0,0,0,0,0,0,0,0,0,2017,28622,720
325,6567.47,17228,1902.82,4.2,25.3,1,5,155,4,0,0,0,1,0,0,0,0,0,0,0,2017,7446,607
326,10675.2,32896,5897.97,4.5,18.85,0,4,109,2,0,1,0,0,0,0,0,0,0,0,0,2017,12306,540
327,4263.41,13525.7,1472.28,4.2,20,0,4,44,2,0,1,0,0,0,0,0,0,0,0,0,2017,6038,420
328,1194.4,933.8,424.58,3.3,19.12,1,5,10,2,0,1,0,0,0,0,0,0,0,0,0,2017,1719,280
329,9970.11,9186,1961.78,4.2,27.5,1,6,92,2,0,1,0,0,0,0,0,0,0,0,0,2017,14290,540
330,996.29,165290,762.827,3.5,20.3,0,2,107,2,0,1,0,0,0,0,0,0,0,0,0,2017,1852,150
331,10134.67,95245,3029.25,4.2,22.4,1,5,102,2,0,1,0,0,0,0,0,0,0,0,0,2017,11379,720
332,19366.08,10004,3739.63,4.5,30.78,1,6,114,2,0,1,0,0,0,0,0,0,0,0,0,2017,18352,600
333,8381.35,4000.3,2563.99,3.9,27,1,6,75,2,0,1,0,0,0,0,0,0,0,0,0,2017,9257,540
334,1861.63,2980,1077.25,4.8,12.9,1,2,19,2,0,1,0,0,0,0,0,0,0,0,0,2017,3561,300
335,2524.38,285283.07,1314.74,4.5,13.75,1,2,19,2,0,1,0,0,0,0,0,0,0,0,0,2017,4421,360
336,496.88,7103,270.81,4.8,10.6,0,2,107,2,0,1,0,0,0,0,0,0,0,0,0,2017,681,135
337,6300.01,17255,2758.59,4.3,15.2,1,3,93,2,0,1,0,0,0,0,0,0,0,0,0,2017,8581,480
338,919.01,9326,612.41,3.6,10.5,0,2,11,2,0,1,0,0,0,0,0,0,0,0,0,2017,1224,180
339,5327.92,46426.8,2585.9,5,16,1,3,120,2,0,1,0,0,0,0,0,0,0,0,0,2017,9554,600
340,1526.18,185310,886.28,4.2,13.5,1,2,8,2,0,1,0,0,0,0,0,0,0,0,0,2017,3348,365
341,940.5,6433,943.1,8.1,10.5,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,2017,2596,180
342,3799.05,2975.2,1450.03,4.8,18,1,3,34,2,0,1,0,0,0,0,0,0,0,0,0,2017,5231,660
343,26631.15,66120,25700.96,4.2,19.9,1,3,465,1,1,0,0,0,0,0,0,0,0,0,0,2017,15538,510
344,18820.29,7273,2211.91,4.2,53.15,1,10,152,1,1,0,0,0,0,0,0,0,0,0,0,2017,18618,610
345,15856,8194,2733.05,4.2,26.75,1,6,150,1,1,0,0,0,0,0,0,0,0,0,0,2017,15038,660
346,7001.84,28150.56,6185.35,3.8,35,0,2,38,1,1,0,0,0,0,0,0,0,0,0,0,2017,17123,570
347,3846.23,9642.2,2132.87,4,11.95,1,3,23,1,1,0,0,0,0,0,0,0,0,0,0,2017,3649,300
348,861.08,18803,376.58,4.2,13.8,1,2,107,5,0,0,0,0,1,0,0,0,0,0,0,2017,1411,180
349,10233.84,133000,2122.51,3.5,24.5,1,6,107,5,0,0,0,0,1,0,0,0,0,0,0,2017,10826,390
350,5912.31,67038.4,1740.69,3.3,20.7,1,4,121,5,0,0,0,0,1,0,0,0,0,0,0,2017,6122,540
351,753.8,126506.2,261.51,3,11.2,0,3,10,5,0,0,0,0,1,0,0,0,0,0,0,2017,1075,180
352,3605.09,3287,1298.78,3.6,15.6,1,3,18,5,0,0,0,0,1,0,0,0,0,0,0,2017,4044,280
353,2679.61,803705,1156.44,3.9,14.8,1,3,10,5,0,0,0,0,1,0,0,0,0,0,0,2017,3058,480
354,6614.51,5000.5,1810.04,3.6,17.85,1,4,22,5,0,0,0,0,1,0,0,0,0,0,0,2017,7981,320
355,2935.61,52777,848.28,3.6,16.95,0,4,107,5,0,0,0,0,1,0,0,0,0,0,0,2017,4543,260
356,2005.46,2606,1034.62,3.7,11.13,0,2,12,5,0,0,0,0,1,0,0,0,0,0,0,2017,2457,300
357,2607.83,1.748,945.27,3.9,13.05,1,3,13,5,0,0,0,0,1,0,0,0,0,0,0,2017,3033,300
358,19915.21,5322,3399.29,4.2,17.8,3,3,126,7,0,0,0,0,0,0,1,0,0,0,0,2017,24622,700
359,9571.23,11168,1324.2,3.9,19.7,2,4,162,7,0,0,0,0,0,0,1,0,0,0,0,2017,10945,510
360,12031.26,3545.4,1744.58,4,20.5,3,4,140,7,0,0,0,0,0,0,1,0,0,0,0,2017,15369,600
361,1716.24,16061,650.23,3.8,11,1,2,9,7,0,0,0,0,0,0,1,0,0,0,0,2017,3254,300
362,1317.73,1460.09,462.44,3.5,12.6,1,3,14,10,0,0,0,0,0,0,0,0,0,1,0,2017,1648,330
363,3750,150348,13076.72,3.6,21,0,2,107,1,1,0,0,0,0,0,0,0,0,0,0,2017,4084,365
364,4946.93,6500,3101.65,4.5,19.6,0,3,52,8,0,0,0,0,0,0,0,1,0,0,0,2018,7895,630
365,20389.68,21000.03,3782.52,4.2,41.2,1,9,198,3,0,0,1,0,0,0,0,0,0,0,0,2018,21372,600
366,15933.49,45621.4,10852.09,8,16.7,1,2,46,1,1,0,0,0,0,0,0,0,0,0,0,2018,16632,180
367,1747.63,231000,1685.92,4.95,9.87,0,2,24,2,0,1,0,0,0,0,0,0,0,0,0,2018,2479,365
368,3746.37,33902,1572.74,4.4,19.8,1,3,89,4,0,0,0,1,0,0,0,0,0,0,0,2018,5328,510
369,993.33,1880,568.26,3.9,16.7,0,3,13,3,0,0,1,0,0,0,0,0,0,0,0,2018,1650,270
370,2764.85,2400,1448.5,4.5,13.9,1,2,9,2,0,1,0,0,0,0,0,0,0,0,0,2018,4798,365
371,4193.82,13951,2131.51,2.7,12.9,1,2,17,2,0,1,0,0,0,0,0,0,0,0,0,2018,5465,270
372,5879.3,34227,2471.52,4.2,17.92,1,4,64,3,0,0,1,0,0,0,0,0,0,0,0,2018,8900,540
373,1375.47,327299.5,808.14,6.5,9.6,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,2018,1926,240
374,5507.55,4752.7,998.87,4.2,32.1,1,6,107,3,0,0,1,0,0,0,0,0,0,0,0,2018,5360,488
375,6510.88,33529,6013.36,6,15.33,0,2,35,1,1,0,0,0,0,0,0,0,0,0,0,2018,5145,210
376,2308.43,490500,1142.95,4.2,13.4,0,3,8,2,0,1,0,0,0,0,0,0,0,0,0,2018,3256,210
377,8134.29,10000,1626.65,4.2,23.45,1,5,130,3,0,0,1,0,0,0,0,0,0,0,0,2018,7968,510
378,10427,10000,2015,2.7,31,1,6,159,3,0,0,1,0,0,0,0,0,0,0,0,2018,11138,540
379,2622.23,4318,579.31,4,18.85,1,4,69,3,0,0,1,0,0,0,0,0,0,0,0,2018,3042,330
380,9848.08,8969.2,2930.88,4.2,24,1,4,95,2,0,1,0,0,0,0,0,0,0,0,0,2018,10747,540
381,10849,12116,2415.19,4,30.16,1,7,154,3,0,0,1,0,0,0,0,0,0,0,0,2018,12582,630
382,4892.34,3733,1311.2,4.3,17.65,1,4,46,3,0,0,1,0,0,0,0,0,0,0,0,2018,4939,608
383,13690.41,14008,4342.64,3.6,16.8,1,4,56,9,0,0,0,0,0,0,0,0,1,0,0,2018,11598,370
384,2399.99,1653,353.74,4.2,24.3,1,6,37,3,0,0,1,0,0,0,0,0,0,0,0,2018,3662,365
385,4795.53,15924,2689.9,3.9,11,1,2,39,2,0,1,0,0,0,0,0,0,0,0,0,2018,7150,390
386,15916.91,32348.4,2640.6,4.2,26.95,2,5,282,3,0,0,1,0,0,0,0,0,0,0,0,2018,17589,720
387,4152.85,15683,2289.57,3.6,13,0,3,18,5,0,0,0,0,1,0,0,0,0,0,0,2018,5418,540
388,7779,15050.43,3672.11,3.9,12.56,1,3,185,2,0,1,0,0,0,0,0,0,0,0,0,2018,11782,720
389,12298.41,36090,3847.34,3.9,21.9,1,5,182,2,0,1,0,0,0,0,0,0,0,0,0,2018,13605,540
390,9978.65,21183,4855.3,4.2,15.15,0,3,110,3,0,0,1,0,0,0,0,0,0,0,0,2018,10130,450
391,7616.49,16574,3261.53,5.4,21.1,1,3,76,1,1,0,0,0,0,0,0,0,0,0,0,2018,12299,540
392,10515,9785,2856,3.9,18.8,1,4,47,5,0,0,0,0,1,0,0,0,0,0,0,2018,10511,600
393,9562.77,79580,4543.95,4.8,18,1,3,226,3,0,0,1,0,0,0,0,0,0,0,0,2018,12264,540
394,5795.73,9617.42,2349.65,6.6,15.9,1,2,23,2,0,1,0,0,0,0,0,0,0,0,0,2018,7665,480
395,11553.9,12997.6,3718.64,3.9,17.3,1,4,60,9,0,0,0,0,0,0,0,0,1,0,0,2018,12571,390
396,13005.58,14019.3,4526,3.9,19.12,1,4,46,9,0,0,0,0,0,0,0,0,1,0,0,2018,14328,420
397,14159.29,14206.3,4714.76,3.6,19.65,1,5,47,2,0,1,0,0,0,0,0,0,0,0,0,2018,14736,420
398,17655.56,12937.7,4140.78,3.6,20.1,1,5,82,2,0,1,0,0,0,0,0,0,0,0,0,2018,15211,390
399,3463.76,30199,2041.32,4.6,13.4,1,2,19,2,0,1,0,0,0,0,0,0,0,0,0,2018,5321,390
400,2768.6,5959,786.36,4.2,17.6,1,4,43,3,0,0,1,0,0,0,0,0,0,0,0,2018,3521,300
