no,totalarea,sitearea,buildingarea,typicalfloorheight,totalheight,basement,groundlevel,parkinglot,type,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,year,buildingcost,duration
601,5999.6,55950.78,1395.92,4.5,25.3,1,5,43,2,0,1,0,0,0,0,0,0,0,0,0,2019,7749,540
602,9970.3,10184,3350.73,3.9,17.35,0,4,107,9,0,0,0,0,0,0,0,0,1,0,0,2019,13868,420
603,15457.12,13200,2910.54,3.9,48.1,1,10,219,3,0,0,1,0,0,0,0,0,0,0,0,2019,19504,660
604,11783.88,15090.1,3497.36,3.6,15.45,1,4,67,9,0,0,0,0,0,0,0,0,1,0,0,2019,14455,450
605,2991.41,4620,1203.98,3.9,21.56,0,5,67,3,0,0,1,0,0,0,0,0,0,0,0,2019,5669,360
606,12638.6,7917,4187.53,4.5,28,1,6,81,3,0,0,1,0,0,0,0,0,0,0,0,2019,18945,660
607,4927.13,38276.56,2619.62,5,10.93,1,2,99,2,0,1,0,0,0,0,0,0,0,0,0,2019,12592,700
608,7821.59,3194.6,1289.99,2.8,32.8,1,11,71,5,0,0,0,0,1,0,0,0,0,0,0,2019,8396,500
609,9647.7,12350,3628.5,5.4,19.3,1,3,58,4,0,0,0,1,0,0,0,0,0,0,0,2019,16415,600
610,36699.07,11923,2209.2,2.8,58.72,2,20,445,5,0,0,0,0,1,0,0,0,0,0,0,2019,28574,977
611,1691.4,3401,540.9,4.2,32.4,2,5,7,3,0,0,1,0,0,0,0,0,0,0,0,2019,5878,900
612,12344.66,3250,1911.68,4.2,24.05,2,5,124,2,0,1,0,0,0,0,0,0,0,0,0,2019,11944,480
613,4791.74,7808,1547.32,3.9,15.5,1,3,90,3,0,0,1,0,0,0,0,0,0,0,0,2019,6795,458
614,19003,94655,10828,4.2,11,1,2,232,1,1,0,0,0,0,0,0,0,0,0,0,2019,27764,780
615,4138.61,3103.1,1571.52,3.9,15.1,1,3,21,9,0,0,0,0,0,0,0,0,1,0,0,2019,4912,300
616,6993.81,20000.3,2117.51,4.5,24.6,1,5,252,3,0,0,1,0,0,0,0,0,0,0,0,2019,8284,793
617,9858,14633,2669.08,4.5,21,1,4,165,3,0,0,1,0,0,0,0,0,0,0,0,2019,11228,551
618,16460.59,26715,5165.62,3.9,21.75,1,5,110,2,0,1,0,0,0,0,0,0,0,0,0,2019,19902,350
619,8572.45,25367,3807.32,2.7,16.2,0,3,46,10,0,0,0,0,0,0,0,0,0,1,0,2019,12143,6559
620,3896.13,5579.4,2469.7,4.2,14.08,1,2,32,7,0,0,0,0,0,0,1,0,0,0,0,2019,7648,450
621,14125.87,1280,4525.81,3.9,19.02,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2019,15728,470
622,13058.32,14041.2,3284.91,3.9,21.55,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2019,17952,540
623,3433.54,7449.7,1592.82,4,13.9,0,3,110,2,0,1,0,0,0,0,0,0,0,0,0,2019,4156,365
624,8979.31,6235,2514.72,4.5,26.95,1,5,100,3,0,0,1,0,0,0,0,0,0,0,0,2019,12490,600
625,14547.93,13000,4953.6,3.6,20,1,5,73,2,0,1,0,0,0,0,0,0,0,0,0,2019,18315,480
626,3787.46,4151.6,1579.12,4.8,12.75,1,2,38,2,0,1,0,0,0,0,0,0,0,0,0,2019,4866,360
627,15993.64,17451,5761.56,3.6,19.5,1,4,81,9,0,0,0,0,0,0,0,0,1,0,0,2019,17415,390
628,12102.83,14582,4388.81,4.1,18.12,0,4,43,9,0,0,0,0,0,0,0,0,1,0,0,2020,13831,720
629,14435.59,16289.9,3246.9,3.9,19.18,1,4,100,9,0,0,0,0,0,0,0,0,1,0,0,2020,17358,450
630,6168.16,18048,1963.49,4.2,19.5,1,4,82,2,0,1,0,0,0,0,0,0,0,0,0,2020,9119,540
631,2749.77,99744,2494.94,4.2,35.5,1,3,31,8,0,0,0,0,0,0,0,1,0,0,0,2020,7896,365
632,7402.41,2010.4,1201.53,4.2,21,2,4,86,5,0,0,0,0,1,0,0,0,0,0,0,2020,9223,570
633,3893,69417.9,3893,12,14.15,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,2020,3241,150
634,3685.96,61079.9,1511.3,4.2,21,0,4,40,10,0,0,0,0,0,0,0,0,0,1,0,2020,5523,480
635,6982.2,15368.3,2317.09,4.2,16,1,3,150,3,0,0,1,0,0,0,0,0,0,0,0,2020,9580,540
636,9624.82,5405,2058.54,4.2,30.06,1,6,78,3,0,0,1,0,0,0,0,0,0,0,0,2020,11639,571
637,5817.25,77635,4607.64,4.2,16.7,0,3,107,1,1,0,0,0,0,0,0,0,0,0,0,2020,8993,540
638,7620.27,15729.8,5578.94,3.6,14,1,3,45,1,1,0,0,0,0,0,0,0,0,0,0,2020,7677,300
639,3689.97,1998.6,823.63,3.9,13.6,1,3,50,7,0,0,0,0,0,0,1,0,0,0,0,2020,5374,396
640,3142.22,6611,1250.82,5.4,26.75,1,3,39,3,0,0,1,0,0,0,0,0,0,0,0,2020,6858,360
641,6670.74,115316,2426,4.2,23.4,0,4,13,9,0,0,0,0,0,0,0,0,1,0,0,2020,12017,540
642,11778,5044,3926.16,3.9,15.3,0,3,400,1,1,0,0,0,0,0,0,0,0,0,0,2020,10841,300
643,2997.5,4168.4,1573.18,4.2,23.4,1,5,37,5,0,0,0,0,1,0,0,0,0,0,0,2020,4655,600
644,2432.09,9494,1613.06,4.2,10.78,0,2,48,5,0,0,0,0,1,0,0,0,0,0,0,2020,4820,360
645,4535.56,49292,2510.34,4.2,21,0,3,66,10,0,0,0,0,0,0,0,0,0,1,0,2020,9404,510
646,3499.76,986.4,584.59,4.2,25.1,2,4,20,8,0,0,0,0,0,0,0,1,0,0,0,2020,5015,540
647,10138.49,20923,3228.82,4.5,22,1,4,143,6,0,0,0,0,0,1,0,0,0,0,0,2020,12852,600
648,3767.61,11213.43,1336.57,3.9,17,0,3,26,10,0,0,0,0,0,0,0,0,0,1,0,2020,4386,396
649,5945.85,34415,2744.49,4.4,13.9,1,2,65,8,0,0,0,0,0,0,0,1,0,0,0,2020,9560,609
650,6540.04,20865,4445.64,4.5,4.8,1,2,54,8,0,0,0,0,0,0,0,1,0,0,0,2020,12713,365
651,5526.97,14545.3,2302.5,4.7,18.88,1,3,85,2,0,1,0,0,0,0,0,0,0,0,0,2020,8719,480
652,9223,9488,2837.99,4.2,23.7,1,5,21,3,0,0,1,0,0,0,0,0,0,0,0,2020,11045,540
653,12615.18,10757.3,3699.46,3.7,20,1,4,84,9,0,0,0,0,0,0,0,0,1,0,0,2020,16784,380
654,12148.44,11643.4,2256.23,4,32.25,2,6,127,5,0,0,0,0,1,0,0,0,0,0,0,2020,15576,660
655,8374.98,11729.81,3183.41,4.2,35.1,1,7,78,3,0,0,1,0,0,0,0,0,0,0,0,2020,11601,365
656,16117.54,17800,4723.36,3.6,18.4,1,4,96,9,0,0,0,0,0,0,0,0,1,0,0,2020,14362,420
657,6355.08,17480,1660.17,4,18.44,1,4,126,3,0,0,1,0,0,0,0,0,0,0,0,2020,7077,560
658,5142.91,15712.9,1612.87,4.5,4.8,1,4,95,4,0,0,0,1,0,0,0,0,0,0,0,2020,8958,510
659,4144.94,3523,1596.43,3.8,12.8,1,3,19,9,0,0,0,0,0,0,0,0,1,0,0,2020,6704,360
660,12686.39,2787.8,2249.66,3.4,29.75,1,6,287,1,1,0,0,0,0,0,0,0,0,0,0,2020,12418,600
661,11903.54,40910,1648.83,4.5,32.1,1,6,363,3,0,0,1,0,0,0,0,0,0,0,0,2020,14536,750
662,6154,6026,1957,5.4,22,0,4,64,1,1,0,0,0,0,0,0,0,0,0,0,2020,8180,360
663,13421,15019,6669,4.2,16,0,3,93,5,0,0,0,0,1,0,0,0,0,0,0,2020,18666,700
664,11337.78,12499,3795.39,3.7,16.95,0,4,46,9,0,0,0,0,0,0,0,0,1,0,0,2020,17351,390
665,3696.24,6455,1130.78,4.2,13.55,0,4,24,5,0,0,0,0,1,0,0,0,0,0,0,2020,4691,365
666,12211.04,14000,3398.37,3.6,3.9,1,4,73,9,0,0,0,0,0,0,0,0,1,0,0,2020,10495,380
667,10816.54,5519.1,2767.79,4.2,25.58,1,4,100,8,0,0,0,0,0,0,0,1,0,0,0,2020,16041,600
668,6790,11244.8,1778.41,4,21.2,1,4,74,3,0,0,1,0,0,0,0,0,0,0,0,2020,7778,760
669,2985.6,26155.9,1173.1,4.2,18.75,0,4,19,3,0,0,1,0,0,0,0,0,0,0,0,2020,5640,360
670,21456.83,18400,5791.06,3.7,24.4,1,5,128,9,0,0,0,0,0,0,0,0,1,0,0,2020,23249,420
671,12915.37,22948,4501.36,4,17.7,1,4,101,9,0,0,0,0,0,0,0,0,1,0,0,2020,16982,540
672,14054.8,110817,4099.98,3.8,22.36,1,4,57,4,0,0,0,1,0,0,0,0,0,0,0,2020,19973,990
673,20542.99,15000,4523.1,3.8,19.5,1,5,89,9,0,0,0,0,0,0,0,0,1,0,0,2020,23723,450
674,10527.97,419341,1385.1,4.2,47.9,1,10,33,9,0,0,0,0,0,0,0,0,1,0,0,2020,14092,720
675,5634.72,7404,2177.98,4.5,21,1,4,84,3,0,0,1,0,0,0,0,0,0,0,0,2020,9483,365
676,5376.86,3584,1782.02,3.9,18.8,1,4,19,9,0,0,0,0,0,0,0,0,1,0,0,2020,6821,365
677,7132.98,456805.9,2391.45,5.1,29.5,1,4,40,2,0,1,0,0,0,0,0,0,0,0,0,2020,6789,460
678,6717.89,5340,6717.89,3.6,13.35,1,3,30,9,0,0,0,0,0,0,0,0,1,0,0,2020,7532,420
679,9884.37,3636,2165.33,5.2,31,2,5,93,2,0,1,0,0,0,0,0,0,0,0,0,2020,19046,540
680,11814.72,14600,4415.48,3.6,17.3,0,4,65,9,0,0,0,0,0,0,0,0,1,0,0,2020,17919,480
681,5312.76,7845,3111.08,4.2,19.05,0,3,839,8,0,0,0,0,0,0,0,1,0,0,0,2020,9851,1080
682,16260.86,14000,3624.83,3.8,23.55,1,5,74,9,0,0,0,0,0,0,0,0,1,0,0,2020,16066,420
683,17376.27,14000,4160.82,3.7,20.25,1,5,74,9,0,0,0,0,0,0,0,0,1,0,0,2020,16690,420
684,11793.46,12500,4786,3.6,16.58,1,3,61,9,0,0,0,0,0,0,0,0,1,0,0,2020,20673,450
685,6732.11,2556.4,1653.43,4.2,22.6,1,4,53,6,0,0,0,0,0,1,0,0,0,0,0,2020,8618,794
686,16955.49,29635,4572.82,4.2,6,1,4,186,1,1,0,0,0,0,0,0,0,0,0,0,2020,26341,730
687,8842.73,16517,3643.81,3.9,16.15,0,3,81,2,0,1,0,0,0,0,0,0,0,0,0,2020,13167,420
688,6891.62,1320256,1809.4,4,24.33,1,5,28,4,0,0,0,1,0,0,0,0,0,0,0,2020,8931,540
689,5792.7,15127.5,1556.04,3.4,23.8,1,6,49,10,0,0,0,0,0,0,0,0,0,1,0,2020,9741,360
690,7123.34,5514.55,2130.3,3.9,18.38,1,4,36,2,0,1,0,0,0,0,0,0,0,0,0,2020,10505,840
691,18724.32,5723.87,2189.17,3.3,23.85,4,6,93,2,0,1,0,0,0,0,0,0,0,0,0,2020,14839,730
692,11817.98,46885,6463.93,4.5,18.65,1,3,100,8,0,0,0,0,0,0,0,1,0,0,0,2020,16048,720
693,20023.6,17000,6720.19,5.1,22.2,1,4,103,2,0,1,0,0,0,0,0,0,0,0,0,2020,23620,540
694,6234,13187,1836.11,3.9,18.65,1,4,137,6,0,0,0,0,0,1,0,0,0,0,0,2020,7044,540
695,1812.89,8394,1443.9,5.4,11.55,1,2,38,1,1,0,0,0,0,0,0,0,0,0,0,2020,4336,365
696,25529.06,17000,5401.46,5.1,33.8,1,6,144,2,0,1,0,0,0,0,0,0,0,0,0,2020,27820,549
697,9005.82,5329,2727.43,5.4,18.7,1,4,66,2,0,1,0,0,0,0,0,0,0,0,0,2020,12824,510
698,4587,5805,1293,4.2,4.8,1,3,69,3,0,0,1,0,0,0,0,0,0,0,0,2020,5582,630
699,14035.61,12491,4693.83,3.6,20.6,0,5,70,9,0,0,0,0,0,0,0,0,1,0,0,2020,22065,502
700,10163.57,8287,3762.21,4.5,16,1,2,120,2,0,1,0,0,0,0,0,0,0,0,0,2020,15668,540
701,15193.67,8424.4,2709.18,4.2,21.8,2,4,213,3,0,0,1,0,0,0,0,0,0,0,0,2020,18621,660
702,11009.01,11280,3809.59,3.6,19.35,1,4,65,9,0,0,0,0,0,0,0,0,1,0,0,2020,12249,540
703,3802.8,38371.7,459.34,5.1,12.4,2,1,30,1,1,0,0,0,0,0,0,0,0,0,0,2020,6641,510
704,4240.09,1246.2,616.59,5.5,30.05,2,5,32,1,1,0,0,0,0,0,0,0,0,0,0,2020,10979,861
705,10228.64,12200,2414.7,4.2,30.6,1,6,207,6,0,0,0,0,0,1,0,0,0,0,0,2020,12871,540
706,2637.85,19138,1255.97,4.8,14.03,1,2,50,2,0,1,0,0,0,0,0,0,0,0,0,2020,4504,600
707,5440.88,39692,4010,4.5,17.7,0,3,139,1,1,0,0,0,0,0,0,0,0,0,0,2020,10823,563
708,5319.77,6482.7,1456.81,4.2,18.8,1,4,72,6,0,0,0,0,0,1,0,0,0,0,0,2020,6137,600
709,2675.04,26124.5,1481.7,4.7,10.5,1,2,122,2,0,1,0,0,0,0,0,0,0,0,0,2020,4953,180
710,3574.22,3597,1235.47,4.5,18.7,0,4,45,3,0,0,1,0,0,0,0,0,0,0,0,2020,6160,430
711,3382.71,98248,1509.41,6,14.4,1,2,107,1,1,0,0,0,0,0,0,0,0,0,0,2020,6262,365
712,3615.45,9407,1803,4.2,13.6,1,3,79,8,0,0,0,0,0,0,0,1,0,0,0,2020,6032,480
713,3255.62,43151,1945.87,4.2,16.08,1,2,70,8,0,0,0,0,0,0,0,1,0,0,0,2020,6623,540
714,18345.61,14000,4264.19,3.6,18.45,1,5,84,9,0,0,0,0,0,0,0,0,1,0,0,2020,17852,420
715,18345.61,14000,4264.19,3.6,18.45,1,5,84,9,0,0,0,0,0,0,0,0,1,0,0,2020,17852,420
716,2139.62,7405,1448.37,2.6,7.9,1,2,22,3,0,0,1,0,0,0,0,0,0,0,0,2020,3562,270
717,9799.62,7692.9,2281.76,4.5,24.1,1,4,112,10,0,0,0,0,0,0,0,0,0,1,0,2020,15472,660
718,17455.26,18000,3409.55,4.5,40.05,1,8,179,3,0,0,1,0,0,0,0,0,0,0,0,2020,20357,690
719,10317,16532,10317,4.2,21.35,1,4,110,3,0,0,1,0,0,0,0,0,0,0,0,2020,13078,540
720,9758.8,14033,2802.3,3.9,17.4,1,3,117,5,0,0,0,0,1,0,0,0,0,0,0,2020,14263,540
721,9006.31,20800,3390.87,6.6,22.1,1,4,88,7,0,0,0,0,0,0,1,0,0,0,0,2020,10011,540
722,8998.88,11743,4267.51,4.3,11.93,0,3,79,4,0,0,0,1,0,0,0,0,0,0,0,2020,13074,450
723,5495.96,16000,2006.73,4.3,15.46,1,3,44,6,0,0,0,0,0,1,0,0,0,0,0,2020,9675,540
724,3408.09,40716.7,1207.86,5.1,18.4,1,3,60,7,0,0,0,0,0,0,1,0,0,0,0,2020,5278,450
725,8564.61,12997.3,3718.42,4.5,17.2,1,3,70,6,0,0,0,0,0,1,0,0,0,0,0,2020,12355,360
726,10979.4,32867,1732.62,4.1,25.3,2,5,107,3,0,0,1,0,0,0,0,0,0,0,0,2020,11885,630
727,3637.65,33000,3672.45,11.9,14.05,0,1,106,1,1,0,0,0,0,0,0,0,0,0,0,2020,4970,210
728,2509.42,100625,1833.85,4.5,12.05,0,2,1769,8,0,0,0,0,0,0,0,1,0,0,0,2020,4424,510
729,6672.49,5748,2753.99,4.9,19.95,0,4,73,3,0,0,1,0,0,0,0,0,0,0,0,2020,9217,450
730,1904.55,13617.2,924.83,4.2,16.85,0,3,74,8,0,0,0,0,0,0,0,1,0,0,0,2020,3503,270
731,19392.92,3483.7,2709.32,3.6,19.5,2,5,423,1,1,0,0,0,0,0,0,0,0,0,0,2020,19144,180
732,17326,20435,5815.53,3.9,17.8,1,4,113,9,0,0,0,0,0,0,0,0,1,0,0,2020,20438,395
733,9512.81,16464,3403.12,3.9,17.8,1,4,62,9,0,0,0,0,0,0,0,0,1,0,0,2020,11721,395
734,6770.04,19123,387.91,5.25,5.25,1,1,149,1,1,0,0,0,0,0,0,0,0,0,0,2021,10972,492
735,2623.36,44828.7,1202.8,4.2,9.9,0,2,34,2,0,1,0,0,0,0,0,0,0,0,0,2021,4726,365
736,7970.45,5000.1,2485.97,4.2,18.61,1,3,105,3,0,0,1,0,0,0,0,0,0,0,0,2021,11662,540
737,2775.97,7900,1709.14,4.2,21,0,2,69,3,0,0,1,0,0,0,0,0,0,0,0,2021,5725,427
738,6229.75,118970,1057.23,4.4,21.1,1,4,60,9,0,0,0,0,0,0,0,0,1,0,0,2021,9223,420
739,7852.58,180498.3,2541.9,2.85,24.9,1,3,31,1,1,0,0,0,0,0,0,0,0,0,0,2021,10624,730
740,9472.99,39166.8,2643.63,2.9,19.56,1,5,96,5,0,0,0,0,1,0,0,0,0,0,0,2021,15012,540
741,5376.83,5291.5,2390.67,4.2,19.8,1,3,38,1,1,0,0,0,0,0,0,0,0,0,0,2021,9448,660
742,2666.24,7115.9,1710.86,4.2,21,0,2,45,3,0,0,1,0,0,0,0,0,0,0,0,2021,5822,427
743,6709.28,51.344,2079.04,3,14.6,1,4,34,5,0,0,0,0,1,0,0,0,0,0,0,2021,8544,540
744,14188.58,4959,2153.22,4.2,21,2,5,114,3,0,0,1,0,0,0,0,0,0,0,0,2021,17869,720
745,13514.35,2006,1184.48,4.2,60.3,4,12,94,3,0,0,1,0,0,0,0,0,0,0,0,2021,19447,867
746,7649.37,9840,3784.65,4.2,18.3,1,3,43,2,0,1,0,0,0,0,0,0,0,0,0,2021,7132,365
747,12295.4,27784,1929.81,4.5,27.85,1,5,564,3,0,0,1,0,0,0,0,0,0,0,0,2021,14129,760
748,6230.31,28802.1,1174.06,5.4,21.3,2,4,73,3,0,0,1,0,0,0,0,0,0,0,0,2021,8866,630
749,11788.61,55950.78,534.03,4.8,13.46,1,3,15,9,0,0,0,0,0,0,0,0,1,0,0,2021,18138,840
750,4999.35,1742.1,1281.36,3.6,25.8,1,4,39,8,0,0,0,0,0,0,0,1,0,0,0,2021,12078,540
751,5827.92,2700,1319.83,3.8,19.8,1,4,27,9,0,0,0,0,0,0,0,0,1,0,0,2021,8658,426
752,3850.62,6613,1154.77,5.1,16.5,1,3,73,2,0,1,0,0,0,0,0,0,0,0,0,2021,6452,365
753,18431.54,15000,5889.64,3.9,19.3,1,4,120,9,0,0,0,0,0,0,0,0,1,0,0,2021,23476,395
754,11154.59,4412.98,1742.07,3.9,19.8,2,4,169,3,0,0,1,0,0,0,0,0,0,0,0,2021,13616,365
755,2153.8,10697.6,1325.82,4.3,10,1,2,44,2,0,1,0,0,0,0,0,0,0,0,0,2021,4193,380
756,8436.12,8662,3764.4,4.8,15.9,1,3,143,3,0,0,1,0,0,0,0,0,0,0,0,2021,13217,425
757,5692.8,6120.2,1970.65,3.8,32.5,1,7,96,3,0,0,1,0,0,0,0,0,0,0,0,2021,11592,570
758,12854.12,4834,2692.52,3.9,21.6,1,5,144,1,1,0,0,0,0,0,0,0,0,0,0,2021,15663,480
759,6977.8,16402.7,2046.02,2.7,14.8,1,3,105,3,0,0,1,0,0,0,0,0,0,0,0,2021,9949,540
760,8701.98,14000,2314.81,3.9,28,1,6,71,9,0,0,0,0,0,0,0,0,1,0,0,2021,12867,750
761,21664.07,17810,5883.77,3.7,19.4,1,4,128,9,0,0,0,0,0,0,0,0,1,0,0,2021,25346,420
762,5843.81,3009.9,1448.04,3.9,21.5,1,5,48,3,0,0,1,0,0,0,0,0,0,0,0,2021,7316,558
763,16223.98,5056,3033.45,3.9,24.33,2,6,155,5,0,0,0,0,1,0,0,0,0,0,0,2021,24458,730
764,5900.58,4528,1194.59,4.8,17.98,2,3,76,3,0,0,1,0,0,0,0,0,0,0,0,2021,7927,548
765,15888.62,4574,2516.67,4.2,30.15,2,6,104,10,0,0,0,0,0,0,0,0,0,1,0,2021,19708,720
766,4493.18,130209,3261.11,4.5,70,1,2,187,5,0,0,0,0,1,0,0,0,0,0,0,2021,12565,900
767,7954.87,7847,2700.79,5.1,20.05,0,4,49,2,0,1,0,0,0,0,0,0,0,0,0,2021,9687,600
768,14060.5,14355,5567.19,3.9,19,0,4,74,9,0,0,0,0,0,0,0,0,1,0,0,2021,19276,560
769,6139.26,1506.7,897.61,3.95,5.25,3,5,83,3,0,0,1,0,0,0,0,0,0,0,0,2021,8707,760
770,13262.88,14081,4572.09,4.2,17.75,0,4,107,9,0,0,0,0,0,0,0,0,1,0,0,2021,19386,510
771,18297.12,16180,5233.85,3.75,17.35,1,4,71,9,0,0,0,0,0,0,0,0,1,0,0,2021,21635,630
772,14872.89,15972.1,4983.92,3.7,17.05,0,4,74,9,0,0,0,0,0,0,0,0,1,0,0,2021,23452,510
773,5412.34,66083.6,2175.25,3.9,3.9,0,3,123,9,0,0,0,0,0,0,0,0,1,0,0,2021,7673,300
774,11656.6,9448.5,3874.04,3.9,15,1,3,66,9,0,0,0,0,0,0,0,0,1,0,0,2021,14469,660
775,3298.09,20989.2,2904.05,4.6,14.25,0,3,46,3,0,0,1,0,0,0,0,0,0,0,0,2021,5529,420
776,4501.14,552007,3020.4,5.3,13.83,1,2,1452,8,0,0,0,0,0,0,0,1,0,0,0,2021,6982,780
777,2516.03,2134,753.47,4.1,17.6,1,4,107,3,0,0,1,0,0,0,0,0,0,0,0,2021,3718,425
778,16730.8,12234,3182.96,3.9,27.48,1,5,115,9,0,0,0,0,0,0,0,0,1,0,0,2021,23552,588
779,5190.47,41646,3605.94,4.8,15.39,1,2,210,8,0,0,0,0,0,0,0,1,0,0,0,2021,12224,540
780,4566.71,4731.2,1941.47,3.9,15.95,1,3,55,3,0,0,1,0,0,0,0,0,0,0,0,2021,8754,546
781,3099.24,21474.5,2098.08,6,11.2,0,2,107,1,1,0,0,0,0,0,0,0,0,0,0,2021,3706,240
782,5359.29,1441.11,863.94,3.9,22.35,2,4,39,5,0,0,0,0,1,0,0,0,0,0,0,2021,7298,540
783,12940.01,40702,8775.42,3,39.7,1,11,34,5,0,0,0,0,1,0,0,0,0,0,0,2021,20803,300
784,14144,48496,7183,6,23.8,0,3,198,1,1,0,0,0,0,0,0,0,0,0,0,2021,21026,570
785,3449.32,3278,1839.09,3.68,12.2,0,3,17,2,0,1,0,0,0,0,0,0,0,0,0,2021,5854,480
786,12785.08,3634,1800.8,4.2,41.3,2,8,95,2,0,1,0,0,0,0,0,0,0,0,0,2021,14220,579
787,2748.4,3316,1224.11,5.8,20.75,0,3,24,1,1,0,0,0,0,0,0,0,0,0,0,2021,5041,365
788,7271.89,42859.7,1623.57,4.2,18,1,4,41,8,0,0,0,0,0,0,0,1,0,0,0,2021,7899,600
789,13442,50000,7075,4.2,17.1,0,3,180,1,1,0,0,0,0,0,0,0,0,0,0,2021,18791,610
790,5200.64,242593,1860.71,4.2,18.35,0,4,107,9,0,0,0,0,0,0,0,0,1,0,0,2021,5950,0
791,1730.73,98248,1006.37,12,12,0,2,364,1,1,0,0,0,0,0,0,0,0,0,0,2021,2788,365
792,5341.57,6604.3,934.27,3.9,23.5,1,5,100,3,0,0,1,0,0,0,0,0,0,0,0,2021,9021,540
793,4668.33,22963.9,3787.82,5.1,15.7,1,2,78,8,0,0,0,0,0,0,0,1,0,0,0,2021,7927,425
794,10746.55,15540,4261.55,3.6,16.6,1,4,76,9,0,0,0,0,0,0,0,0,1,0,0,2021,11248,340
795,11594.22,4669,1733.22,4,28.8,1,7,86,3,0,0,1,0,0,0,0,0,0,0,0,2021,13399,730
796,13752.52,14000,4987.46,3.7,20.85,0,5,73,9,0,0,0,0,0,0,0,0,1,0,0,2021,22707,450
797,6762.16,6274.6,2406.76,3.9,24.9,1,5,78,5,0,0,0,0,1,0,0,0,0,0,0,2021,9097,480
798,7100.8,29840,3518.29,6,25.1,0,3,107,9,0,0,0,0,0,0,0,0,1,0,0,2021,8280,160
799,9054.3,15731,3040.56,3.9,19.2,1,4,64,9,0,0,0,0,0,0,0,0,1,0,0,2021,11965,540
800,2337.5,2980,1087.48,6,20.1,1,3,16,1,1,0,0,0,0,0,0,0,0,0,0,2021,4439,360
801,4983.5,4000,1668.84,2.4,17.21,1,3,35,9,0,0,0,0,0,0,0,0,1,0,0,2021,7747,330
